date,year,long_asset_ret,short_asset_ret,long_contrib,short_contrib,asymmetric_ret,vol_targeted_ret,scale
2019-01-02,2019,0.12038105003230982,0.13097786078102183,0.12038105003230982,-0.06548893039051092,0.05489211964179891,0.05489211964179891,1.0
2019-02-01,2019,0.03812867516574734,0.04047790582834207,0.03812867516574734,-0.020238952914171035,0.017889722251576305,0.017889722251576305,1.0
2019-03-01,2019,0.021626229428409974,0.02083525173179069,0.021626229428409974,-0.010417625865895345,0.01120860356251463,0.01120860356251463,1.0
2019-04-01,2019,0.03863566177514708,0.01182312753752867,0.03863566177514708,-0.005911563768764335,0.03272409800638275,0.03272409800638275,1.0
2019-05-01,2019,-0.1060160888940875,-0.0299263552517447,-0.1060160888940875,0.01496317762587235,-0.09105291126821516,-0.09105291126821516,1.0
2019-06-03,2019,0.12766566471099244,0.053768777365937895,0.12766566471099244,-0.026884388682968947,0.1007812760280235,0.1007812760280235,1.0
2019-07-01,2019,0.0073563553863668155,0.0073685121298374305,0.0073563553863668155,-0.0036842560649187153,0.0036720993214481,0.0036720993214481,1.0
2019-08-01,2019,-0.046379021318672276,0.009593792319300534,-0.046379021318672276,-0.004796896159650267,-0.05117591747832254,-0.05117591747832254,1.0
2019-09-03,2019,-0.0070162212826188385,0.0011458595657640295,-0.0070162212826188385,-0.0005729297828820148,-0.007589151065500854,-0.007589151065500854,1.0
2019-10-01,2019,0.026222133034573953,0.049128856690714144,0.026222133034573953,-0.024564428345357072,0.001657704689216881,0.001657704689216881,1.0
2019-11-01,2019,0.024746827105937546,0.030578918716839498,0.024746827105937546,-0.015289459358419749,0.009457367747517797,0.009457367747517797,1.0
2019-12-02,2019,0.08970082033264448,0.03876236092671895,0.08970082033264448,-0.019381180463359474,0.07031963986928501,0.07031963986928501,1.0
2020-01-02,2020,0.0029440971985159417,-0.005112636237886774,0.0029440971985159417,0.002556318118943387,0.005500415317459329,0.004658063849427606,0.846856751824186
2020-02-03,2020,-0.036107255186744534,-0.008518629130162528,-0.036107255186744534,0.004259314565081264,-0.03184794062166327,-0.02792309543127495,0.8767629832957362
2020-03-02,2020,-0.2909605263185755,-0.1434747426385878,-0.2909605263185755,0.0717373713192939,-0.21922315499928158,-0.18756240856312775,0.8555775440953873
2020-04-01,2020,0.38090100209974337,0.10730549668076654,0.38090100209974337,-0.05365274834038327,0.3272482537593601,0.17306493865593955,0.5288490822114569
2020-05-01,2020,0.16012466711199738,0.17356224701790177,0.16012466711199738,-0.08678112350895088,0.0733435436030465,0.03667177180152325,0.5
2020-06-01,2020,0.015959430208857792,0.022411995073208273,0.015959430208857792,-0.011205997536604137,0.004753432672253656,0.002376716336126828,0.5
2020-07-01,2020,0.033741980322281144,0.0777666519238384,0.033741980322281144,-0.0388833259619192,-0.005141345639638056,-0.002570672819819028,0.5
2020-08-03,2020,0.08252759611607687,0.03559289434160267,0.08252759611607687,-0.017796447170801335,0.06473114894527553,0.03236557447263776,0.5
2020-09-01,2020,-0.050683489286220705,-0.01362371974148341,-0.050683489286220705,0.006811859870741705,-0.043871629415479,-0.0219358147077395,0.5
2020-10-01,2020,-0.01482920942807877,0.008609979559197576,-0.01482920942807877,-0.004304989779598788,-0.019134199207677557,-0.009567099603838778,0.5
2020-11-02,2020,0.2557762248199693,0.10480614627028294,0.2557762248199693,-0.05240307313514147,0.20337315168482784,0.10168657584241392,0.5
2020-12-01,2020,0.04437326054974699,0.04602455443622119,0.04437326054974699,-0.023012277218110597,0.021360983331636392,0.010680491665818196,0.5
2021-01-04,2021,0.0711047085000136,0.028521483299737627,0.0711047085000136,-0.014260741649868814,0.05684396685014479,0.028421983425072395,0.5
2021-02-01,2021,0.14993642197702972,-0.012923252400286014,0.14993642197702972,0.006461626200143007,0.15639804817717273,0.07819902408858637,0.5
2021-03-01,2021,0.03550689214383786,0.013862942105140394,0.03550689214383786,-0.006931471052570197,0.028575421091267667,0.014287710545633834,0.5
2021-04-01,2021,0.032393379126594055,0.032688450890561875,0.032393379126594055,-0.016344225445280938,0.016049153681313117,0.008024576840656559,0.5
2021-05-03,2021,0.04677526475495861,0.020789041495845886,0.04677526475495861,-0.010394520747922943,0.03638074400703567,0.02195915221525659,0.6035927195719227
2021-06-01,2021,0.049875225851406524,-0.027512399256649372,0.049875225851406524,0.013756199628324686,0.0636314254797312,0.0386597487916941,0.6075574843755238
2021-07-01,2021,-0.02091047068441759,0.049780322170538564,-0.02091047068441759,-0.024890161085269282,-0.04580063176968687,-0.028173648059985942,0.6151366688926911
2021-08-02,2021,0.026580971461783214,0.025295495647777295,0.026580971461783214,-0.012647747823888647,0.013933223637894567,0.008144324140927745,0.5845254732564118
2021-09-01,2021,-0.023046652274206974,-0.020031945183383987,-0.023046652274206974,0.010015972591691994,-0.01303067968251498,-0.00759487811876519,0.5828458916810196
2021-10-01,2021,0.06616024283567844,0.05841866414489578,0.06616024283567844,-0.02920933207244789,0.03695091076323055,0.022350578446782805,0.6048721935434301
2021-11-01,2021,-0.06390702080146583,-0.04476627487909726,-0.06390702080146583,0.02238313743954863,-0.0415238833619172,-0.026085639200993466,0.6282080838546374
2021-12-01,2021,0.09044868696032271,0.07473751510112694,0.09044868696032271,-0.03736875755056347,0.05307992940975924,0.04323769390184747,0.814577079936693
2022-01-03,2022,-0.08253768016936171,-0.03286595691571018,-0.08253768016936171,0.01643297845785509,-0.06610470171150662,-0.053390690813616415,0.8076685837964062
