date,year,long_asset_ret,short_asset_ret,long_contrib,short_contrib,asymmetric_ret,vol_targeted_ret,scale
2019-01-02,2019,0.09869117909278707,0.13731831940028125,0.09869117909278707,-0.06865915970014062,0.03003201939264645,0.03003201939264645,1.0
2019-02-01,2019,0.013994039614820285,0.038542895524014624,0.013994039614820285,-0.019271447762007312,-0.005277408147187027,-0.005277408147187027,1.0
2019-03-01,2019,0.01797845795419194,0.03791929633355961,0.01797845795419194,-0.018959648166779804,-0.0009811902125878638,-0.0009811902125878638,1.0
2019-04-01,2019,0.03872486371048631,0.032995867482869014,0.03872486371048631,-0.016497933741434507,0.0222269299690518,0.0222269299690518,1.0
2019-05-01,2019,-0.10556733718599677,-0.03662486978124727,-0.10556733718599677,0.018312434890623636,-0.08725490229537314,-0.08725490229537314,1.0
2019-06-03,2019,0.10786999083197595,0.0617656232839415,0.10786999083197595,-0.03088281164197075,0.0769871791900052,0.0769871791900052,1.0
2019-07-01,2019,0.0024699117028318465,-0.005634723523836524,0.0024699117028318465,0.002817361761918262,0.0052872734647501085,0.0052872734647501085,1.0
2019-08-01,2019,-0.03386695322938352,0.007893916301607436,-0.03386695322938352,-0.003946958150803718,-0.037813911380187235,-0.037813911380187235,1.0
2019-09-03,2019,6.774372910015036e-05,-0.025175885782054163,6.774372910015036e-05,0.012587942891027082,0.012655686620127232,0.012655686620127232,1.0
2019-10-01,2019,0.037535170728727606,0.043253949698653475,0.037535170728727606,-0.021626974849326738,0.015908195879400868,0.015908195879400868,1.0
2019-11-01,2019,0.02966181467829847,0.04031305266593916,0.02966181467829847,-0.02015652633296958,0.009505288345328891,0.009505288345328891,1.0
2019-12-02,2019,0.059822556123842095,0.05476905611759129,0.059822556123842095,-0.027384528058795644,0.03243802806504645,0.03243802806504645,1.0
2020-01-02,2020,-0.037328519260846744,-0.008589707107854385,-0.037328519260846744,0.004294853553927193,-0.033033665706919554,-0.03583533192648772,1.084812452981302
2020-02-03,2020,-0.07316153180321465,-0.0016291728982579777,-0.07316153180321465,0.0008145864491289888,-0.07234694535408566,-0.07710356207849853,1.0657473055860573
2020-03-02,2020,-0.3231709795076301,-0.10903709671232736,-0.3231709795076301,0.05451854835616368,-0.2686524311514664,-0.25380259155627677,0.9447247153820942
2020-04-01,2020,0.3576824197663117,0.14265656973443183,0.3576824197663117,-0.07132828486721592,0.2863541348990958,0.1431770674495479,0.5
2020-05-01,2020,0.12257182341532329,0.1976801400820314,0.12257182341532329,-0.0988400700410157,0.02373175337430758,0.01186587668715379,0.5
2020-06-01,2020,0.008362001240365582,0.016889514118627345,0.008362001240365582,-0.008444757059313673,-8.275581894809023e-05,-4.137790947404511e-05,0.5
2020-07-01,2020,0.043551279948293976,0.0653901156189723,0.043551279948293976,-0.03269505780948615,0.010856222138807825,0.0054281110694039125,0.5
2020-08-03,2020,0.07506962133850524,0.051374698561539534,0.07506962133850524,-0.025687349280769767,0.049382272057735474,0.024691136028867737,0.5
2020-09-01,2020,-0.025879956774860335,-0.012481214399783093,-0.025879956774860335,0.0062406071998915465,-0.019639349574968788,-0.009819674787484394,0.5
2020-10-01,2020,-0.011808267132627467,-0.013186235392746245,-0.011808267132627467,0.006593117696373122,-0.005215149436254345,-0.0026075747181271724,0.5
2020-11-02,2020,0.24182813772038178,0.1276988984514377,0.24182813772038178,-0.06384944922571885,0.17797868849466292,0.08898934424733146,0.5
2020-12-01,2020,0.023743072553578135,0.07310585121487694,0.023743072553578135,-0.03655292560743847,-0.012809853053860332,-0.006404926526930166,0.5
2021-01-04,2021,0.03470887669484721,0.0854132959292827,0.03470887669484721,-0.04270664796464135,-0.007997771269794146,-0.003998885634897073,0.5
2021-02-01,2021,0.17114765048958216,0.014268299344795418,0.17114765048958216,-0.007134149672397709,0.16401350081718447,0.08200675040859223,0.5
2021-03-01,2021,0.05127452211440855,-0.009340966481486994,0.05127452211440855,0.004670483240743497,0.055945005355152046,0.027972502677576023,0.5
2021-04-01,2021,0.0309642271664108,0.034476596781290954,0.0309642271664108,-0.017238298390645477,0.013725928775765322,0.006862964387882661,0.5
2021-05-03,2021,0.038016301831239226,0.015153331811507168,0.038016301831239226,-0.007576665905753584,0.030439635925485643,0.019791336949743676,0.6501831033127877
2021-06-01,2021,0.05121746732740254,-0.01603622720582484,0.05121746732740254,0.00801811360291242,0.05923558093031496,0.03857067525957261,0.6511403223165373
2021-07-01,2021,-0.055330922279605545,0.06978041976272893,-0.055330922279605545,-0.034890209881364466,-0.09022113216097001,-0.05954671030159125,0.6600084578339106
2021-08-02,2021,0.03536604811518792,0.043130092152576245,0.03536604811518792,-0.021565046076288123,0.013801002038899796,0.007883477063789755,0.5712249763871652
2021-09-01,2021,-0.014316815467845134,-0.008034851452910814,-0.014316815467845134,0.004017425726455407,-0.010299389741389726,-0.0058783218542823295,0.5707446753528865
2021-10-01,2021,0.07564769720013852,0.05269850838169787,0.07564769720013852,-0.026349254190848936,0.04929844300928958,0.02833379815018104,0.5747402234354936
2021-11-01,2021,-0.06492813978363417,-0.053393303530501736,-0.06492813978363417,0.026696651765250868,-0.0382314880183833,-0.022219212953413014,0.5811757298781853
2021-12-01,2021,0.07156661788859901,0.06932579190082225,0.07156661788859901,-0.034662895950411124,0.03690372193818789,0.02558208850872055,0.6932116102427127
2022-01-03,2022,-0.0994296033262028,-0.014177225999116257,-0.0994296033262028,0.007088612999558128,-0.09234099032664468,-0.06468461156883935,0.7004972693061408
